TypeOverlay,AttributeOverlay,Art,Text,Name,Id,Rank,Life,Power,Attribute,Type,Hand,Cost
%PROJECT%/Response.png,%PROJECT%/Melee.png,%PROJECT%/ALP.MEL.014.png,"<b>Trigger:</b> Target leader is attacked.
<b>Response:</b>  Damage from the attack is prevented.
When you play this card, you may discard a card. If you do, search your deck for a <i>Riposte</i> card and add it to your hand.",Parry,ALP.MEL.014,{r} ,,,Melee,Response,,2
%PROJECT%/Response.png,%PROJECT%/Melee.png,%PROJECT%/ALP.MEL.015.png,"<b>Trigger:</b> Parry is played and prevents the damage from an attack on a leader.
<b>Response:</b> Deal 1 damage to the attacking card.",Riposte,ALP.MEL.015,{r} ,,,Melee,Response,,0
%PROJECT%/Response.png,%PROJECT%/Melee.png,%PROJECT%/ALP.MEL.016.png,"<b>Trigger:</b> Target allied leader successfully attacks and deals damage to a fortification or leader.
<b>Response:</b> Target leader deals 1 additional damage with their attack.",Twist the Knife,ALP.MEL.016,{r} ,,,Melee,Response,,1
%PROJECT%/Order.png,%PROJECT%/Melee.png,%PROJECT%/ALP.MEL.017.png,"If target leader is deployed to any lane this turn, you may redeploy them to a different fortification.  ",Everywhere At Once,ALP.MEL.017,{r} {r} ,,,Melee,Order,,1
%PROJECT%/Order.png,%PROJECT%/Melee.png,%PROJECT%/ALP.MEL.018.png,"If target melee leader is deployed this turn, you may recruit that Leader for 0 {c} until the end of your turn.  ",Return of the King,ALP.MEL.018,{r} {r} ,,,Melee,Order,,1
%PROJECT%/Order.png,%PROJECT%/Melee.png,%PROJECT%/ALP.MEL.020.png,"<b>Once per Turn Order (1 {c}):</b> Until the start of your next turn, if parent leader would take exactly 1 damage, prevent it.
<b>Equip:</b> <i>Attach this card to another card. It remains attached until the parent card is destroyed.</i>",Fractal Plate,ALP.MEL.020,{r} {r} ,,,Melee,Order,,2
%PROJECT%/Order.png,%PROJECT%/Melee.png,%PROJECT%/ALP.MEL.021.png,"<b>Once per Turn Order (1 {c}):</b> Until the start of your next turn, when parent leader takes damage as a result of being attacked, deal 1 damage to the attacking card.
<b>Equip:</b> <i>Attach this card to another card. It remains attached until the parent card is destroyed.</i>",Briared Cuirass,ALP.MEL.021,{r} {r} ,,,Melee,Order,,2
%PROJECT%/Reinforcement.png,%PROJECT%/Melee.png,%PROJECT%/ALP.MEL.022.png,"When this fortification is attacked, you may remove a recruited leader from a recruitment rail.  If you do, deal damage to the attacking card equal to that leader's {p}.",Foxholed Hero,ALP.MEL.022,{r} {r} ,,,Melee,Reinforcement,,
%PROJECT%/Response.png,%PROJECT%/Melee.png,%PROJECT%/ALP.MEL.023.png,"<b>Trigger:</b> An order <b>Equipped</b> to an allied leader would be destroyed.
<b>Response:</b> The order is not destroyed and remains <b>Equipped</b> to the leader.",Requip,ALP.MEL.023,{r} {r} ,,,Melee,Response,,1
%PROJECT%/Response.png,%PROJECT%/Melee.png,%PROJECT%/ALP.MEL.024.png,"<b>Trigger:</b> An order is played that increases a leader's {p}.
<b>Response:</b> That leader gains +1 {p} until the end of the turn.",Plus Ultra,ALP.MEL.024,{r} {r} ,,,Melee,Response,,0
%PROJECT%/Order.png,%PROJECT%/Melee.png,%PROJECT%/ALP.MEL.019.png,"<b>Once per Turn Order (1 {c}):</b> Parent leader gains +2 {p} while attacking fortifications.
<b>Equip:</b> <i>Attach this card to another card. It remains attached until the parent card is destroyed.</i>",Bunker Buster Blade,ALP.MEL.019,{r} {r} {r} ,,,Melee,Order,,2
%PROJECT%/Order.png,%PROJECT%/Melee.png,%PROJECT%/ALP.MEL.025.png,"<b>Once per Turn Order (1 {c}):</b> Parent leader gains +2 {p} while attacking other leaders.
<b>Equip:</b> <i>Attach this card to another card. It remains attached until the parent card is destroyed.</i>","Ragnarok, Vorpal Blade",ALP.MEL.025,{r} {r} {r} ,,,Melee,Order,,2
%PROJECT%/Order.png,%PROJECT%/Melee.png,%PROJECT%/ALP.MEL.026.png,"Whenever target melee leader would gain {p} this turn as the result of an order or response, they gain an additional +1 {p}.",Once They Know,ALP.MEL.026,{r} {r} {r} ,,,Melee,Order,,1
%PROJECT%/Response.png,%PROJECT%/Melee.png,%PROJECT%/ALP.MEL.027.png,"<b>Trigger:</b> Target allied leader takes damage that would reduce their {l} below 1.
<b>Response:</b> Prevent all damage dealt to that leader until the end of this turn.  ",Indomitable,ALP.MEL.027,{r} {r} {r} ,,,Melee,Response,,1
%PROJECT%/Fortification.png,%PROJECT%/Melee.png,%PROJECT%/ALP.MEL.028.png,"Whenever you recruit a leader to a recruitment rail that shares a lane with this fortification, you may recruit a unit with the same attribute(s) to the same recruitment rail for -1 {c}.",Garrison,ALP.MEL.028,,8,,Melee,Fortification,,
%PROJECT%/Order.png,%PROJECT%/Melee.png,%PROJECT%/ALP.MEL.029.png,"Target melee card on an allied recruitment rail is moved to an empty reinforcement zone on an allied reinforcement rail. The next time that fortification would be attacked, the attached melee card becomes the new target of the attack. If the attack does not destroy the attached melee card, return it to its original recruitment rail.",Stationed,ALP.MEL.029,{r} ,,,Melee,Order,,0
%PROJECT%/Leader.png,%PROJECT%/Faith.png,%PROJECT%/ALP.EXA.001.png,"<b>Worship, 2 Disciples (1 {c}):</b> Target <b>Persistence</b> card with no <b>Persist</b> counters gains +1 <b>Persist</b> counter. 
<i>(This effect can only be activated while 2 allied Disciple cards share a recruitment rail with this Leader.)</i> ","Seraphim, Idol of Worship",ALP.EXA.001,,10,0,Faith,Exarch Leader,3,2
%PROJECT%/Order.png,%PROJECT%/Faith.png,%PROJECT%/ALP.EXA.002.png,Move any number of <b>Persist</b> counters from one <b>Persistence</b> card to another <b>Persistence</b> card.,Prayer to the Idol,ALP.EXA.002,{r} {r} ,,,Faith,Exarch Order,,2
%PROJECT%/Reinforcement.png,%PROJECT%/Faith.png,%PROJECT%/ALP.EXA.003.png,"<b>Persistence, 1:</b> <i>This card is not destroyed by activation. When this card is revealed, it gains 1 Persist counter. In the end phase of your turn, remove 1 Persist counter from this card or destroy it.</i>
While this card is revealed in play, it is the only card that <b>Persist</b> counters must be removed from in the end phase. <i>(This effect can be active regardless of whether or not the card has been activated this turn.)</i>",Statue of the Exarch,ALP.EXA.003,{r} {r} {r} ,,,Faith,Exarch Reinforcement,,
%PROJECT%/Fortification.png,%PROJECT%/Faith.png,%PROJECT%/ALP.EXA.004.png,"<b>Persistence, 1:</b> <i>This card is not destroyed by activation. When this card is revealed, it gains 1 Persist counter. In the end phase of your turn, remove 1 Persist counter from this card or destroy it.</i>
Whenever another <b>Persistence</b> card attached to this fortification is destroyed, this card regains +2 {l}.
Whenever a card attached to this fortification would gain a <b>Persist</b> counter, you may instead add that counter to this card.",Crystalline Chapel,ALP.EXA.004,,10,,Faith,Exarch Fortification,,
%PROJECT%/Order.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.001.png,Each player targets one of their face down reinforcements and reveals it. ,Share All in Her World,ALP.FTH.001,{r} ,,,Faith,Order,,0
%PROJECT%/Order.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.002.png,All allied leaders regain +2 {l}.,Her Hymn of Rejuvenation,ALP.FTH.002,{r} ,,,Faith,Order,,0
%PROJECT%/Order.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.003.png,Prevent the next 1 damage all allied cards take this turn. ,Her Blessing of Light,ALP.FTH.003,{r} ,,,Faith,Order,,0
%PROJECT%/Order.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.004.png,Target fortification regains +2 {l}.,Her Home for You,ALP.FTH.004,{r} ,,,Faith,Order,,0
%PROJECT%/Order.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.005.png,"Target one reinforcement that is revealed in play. Turn it face down, then you may reveal it.","Play Again, Her Hymn",ALP.FTH.005,{r} ,,,Faith,Order,,0
%PROJECT%/Reinforcement.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.006.png,"<b>Persistence, 1:</b> <i>This card is not destroyed by activation. When this card is revealed, it gains 1 Persist counter. In the end phase of your turn, remove 1 Persist counter from this card or destroy it.</i>
Prevent the first 2 damage dealt to this fortification.","Enchant, Her Golden Light",ALP.FTH.006,{r} ,,,Faith,Reinforcement,,
%PROJECT%/Reinforcement.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.007.png,"<b>Persistence, 1:</b> <i>This card is not destroyed by activation. When this card is revealed, it gains 1 Persist counter. In the end phase of your turn, remove 1 Persist counter from this card or destroy it.</i>
While this card is revealed in play, whenever this fortification would regain {l}, it regains +1 {l}. <i>(This effect can be active regardless of whether or not the card has been activated this turn.)</i>","Prosperous Harvest, Her Gift",ALP.FTH.007,{r} ,,,Faith,Reinforcement,,
%PROJECT%/Reinforcement.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.008.png,"<b>Persistence, 1:</b> <i>This card is not destroyed by activation. When this card is revealed, it gains 1 Persist counter. In the end phase of your turn, remove 1 Persist counter from this card or destroy it.</i>
While this card is revealed in play, this fortification cannot be targeted by the effects of your opponent's orders. <i>(This effect can be active regardless of whether or not the card has been activated this turn.)</i>","Greet Thy Neighbor, Her Child",ALP.FTH.008,{r} ,,,Faith,Reinforcement,,
%PROJECT%/Reinforcement.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.009.png,"<b>Persistence, 1:</b> <i>This card is not destroyed by activation. When this card is revealed, it gains 1 Persist counter. In the end phase of your turn, remove 1 Persist counter from this card or destroy it.</i>
This fortification regains +2 {l}.",Her Gift of Golden Grain,ALP.FTH.009,{r} ,,,Faith,Reinforcement,,
%PROJECT%/Reinforcement.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.010.png,"<b>Persistence, 1:</b> <i>This card is not destroyed by activation. When this card is revealed, it gains 1 Persist counter. In the end phase of your turn, remove 1 Persist counter from this card or destroy it.</i>
Cards that attack this fortification have -1 {p}.","Her Blessing, Divine",ALP.FTH.010,{r} ,,,Faith,Reinforcement,,
%PROJECT%/Order.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.011.png,The next <b>Worship</b> effect you activate this turn gains -2 {c}.,In Her Name,ALP.FTH.011,{r} ,,,Faith,Order,,0
%PROJECT%/Reinforcement.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.012.png,"<b>Persistence, 1:</b> <i>This card is not destroyed by activation. When this card is revealed, it gains 1 Persist counter. In the end phase of your turn, remove 1 Persist counter from this card or destroy it.</i> 
While this card is revealed in play, this fortification gains the <b>Sanctum</b> keyword. <i>(This effect can be active regardless of whether or not the card has been activated this turn.)</i>
(<b>Sanctum:</b> <i>Worship effects require 1 less Disciple to activate.</i>)","Her Presence, Emanating",ALP.FTH.012,{r} ,,,Faith,Reinforcement,,
%PROJECT%/Order.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.013.png,"<b>Once per Turn Order (0 {c}):</b> Parent card gains the <b>Disciple</b> keyword until the end of the turn.
<b>Equip:</b> <i>Attach this card to another card. It remains attached until the parent card is destroyed.</i>
(<b>Disciple:</b> <i>This card can be used to satisfy the Disciple requirement of another card's Worship effect while it shares a recruitment rail with that card.</i>)",Her Garb of Golden Order,ALP.FTH.013,{r} ,,,Faith,Order,,0
%PROJECT%/Order.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.014.png,All allied faith fortifications regain +2 {l}.,"Her Chapels, Restored",ALP.FTH.014,{r} {r} ,,,Faith,Order,,1
%PROJECT%/Order.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.015.png,Target <b>Persistence</b> card gains +1 <b>Persist</b> counter. ,"Her Image, Everlasting",ALP.FTH.015,{r} {r} ,,,Faith,Order,,1
%PROJECT%/Order.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.016.png,,She Sees All,ALP.FTH.016,{r} {r} ,,,Faith,Order,,2
%PROJECT%/Reinforcement.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.017.png,"<b>Persistence, 1:</b> <i>This card is not destroyed by activation. When this card is revealed, it gains 1 Persist counter. In the end phase of your turn, remove 1 Persist counter from this card or destroy it.</i> 
While this card is revealed in play, prevent all damage dealt to allied units.","Her Men, Unyielding",ALP.FTH.017,{r} {r} ,,,Faith,Reinforcement,,
%PROJECT%/Reinforcement.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.018.png,"<b>Persistence, 1:</b> <i>This card is not destroyed by activation. When this card is revealed, it gains 1 Persist counter. In the end phase of your turn, remove 1 Persist counter from this card or destroy it.</i> 
While this card is revealed in play, the first order you play each turn gains -1 {c}.","For Her, They Follow",ALP.FTH.018,{r} {r} ,,,Faith,Reinforcement,,
%PROJECT%/Reinforcement.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.019.png,"<b>Persistence, 1:</b> <i>This card is not destroyed by activation. When this card is revealed, it gains 1 Persist counter. In the end phase of your turn, remove 1 Persist counter from this card or destroy it.</i> 
While this card is revealed in play, the first card you recruit each turn gains -1 {c}.","To Her, They Come",ALP.FTH.019,{r} {r} ,,,Faith,Reinforcement,,
%PROJECT%/Reinforcement.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.020.png,"<b>Persistence, 1:</b> <i>This card is not destroyed by activation. When this card is revealed, it gains 1 Persist counter. In the end phase of your turn, remove 1 Persist counter from this card or destroy it.</i>
Restore 2 {l} to all allied cards.","Flow, Her Radiant Embrace",ALP.FTH.020,{r} {r} ,,,Faith,Reinforcement,,
%PROJECT%/Response.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.021.png,"<b>Trigger:</b> Target reinforcement is activated by a card arriving to its fortification.
<b>Response:</b> Target reinforcement gains the <b>Persistence, 1</b> keyword. 
(<b>Persistence, 1:</b> <i>This card is not destroyed by activation. When this card is revealed, it gains 1 Persist counter. In the end phase of your turn, remove 1 Persist counter from this card or destroy it.</i>)","Come to Her, Stay with Her",ALP.FTH.021,{r} {r} ,,,Faith,Response,,2
%PROJECT%/Reinforcement.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.022.png,"<b>Persistence, 1:</b> <i>This card is not destroyed by activation. When this card is revealed, it gains 1 Persist counter. In the end phase of your turn, remove 1 Persist counter from this card or destroy it.</i> 
While this card is revealed in play, the first time your opponent discards to pay the {c} of a card each turn, they discard an additional card (if possible).","Against Her, They Relent",ALP.FTH.022,{r} {r} {r} ,,,Faith,Reinforcement,,
%PROJECT%/Reinforcement.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.023.png,"<b>Persistence, 1:</b> <i>This card is not destroyed by activation. When this card is revealed, it gains 1 Persist counter. In the end phase of your turn, remove 1 Persist counter from this card or destroy it.</i>
While this card is revealed in play, all damage is prevented except damage dealt to this fortification. <i>(This effect can be active regardless of whether or not the card has been activated this turn.)</i>",Peace Be Upon Her Land,ALP.FTH.023,{r} {r} {r} ,,,Faith,Reinforcement,,
%PROJECT%/Reinforcement.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.024.png,"Replace this card with any faith reinforcement from your discard pile, then activate that reinforcement.","By Her Name, Return",ALP.FTH.024,{r} {r} {r} ,,,Faith,Reinforcement,,
%PROJECT%/Unit.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.025.png,<b>Disciple:</b> <i>This card can be used to satisfy the Disciple requirement of another card's Worship effect while it shares a recruitment rail with that card.</i>,Devoted,ALP.FTH.025,,,0,Faith,Unit,,1
%PROJECT%/Unit.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.026.png,"<b>Disciple:</b> <i>This card can be used to satisfy the Disciple requirement of another card's Worship effect while it shares a recruitment rail with that card.</i>
When this unit is deployed at the same time as one or more faith cards, the faith cards it was deployed with each regain +1 {l}.",Priest,ALP.FTH.026,,,1,Faith,Unit,,2
%PROJECT%/Unit.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.027.png,"<b>Disciple:</b> <i>This card can be used to satisfy the Disciple requirement of another card's Worship effect while it shares a recruitment rail with that card.</i>
When this unit deploys through a revealed <b>Persistence</b> card, it gains +1 {p} until the end of the turn.",Cleric,ALP.FTH.027,,,1,Faith,Unit,,2
%PROJECT%/Fortification.png,%PROJECT%/Faith.png,%PROJECT%/ALP.FTH.028.png,"<b>Sanctum:</b> <i>Worship effects require 1 less Disciple to activate.</i>
When this card would be destroyed, it instead remains in play at 0 {l} and gains the <b>Defenseless</b> keyword.
(<b>Defenseless:</b> <i>This fortification cannot be targeted for attacks. Any leader or unit that shares a lane with this fortification can be targeted for attacks.</i>)",Her Hallowed Grounds,ALP.FTH.028,,6,,Faith,Fortification,,
